region,education,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted,department_new,gender_m
12,0,0,1,34,3.0,7,0,0,46,0,16840,1
11,0,0,1,40,3.0,5,0,0,57,0,11348,1
5,0,1,1,33,5.0,4,0,0,46,0,16840,1
15,0,1,1,42,4.0,12,0,0,60,0,11348,0
2,1,1,2,52,4.0,9,0,0,71,0,7138,0
27,1,0,1,33,3.0,8,0,0,78,0,7138,1
8,0,1,1,27,5.0,2,1,0,64,0,11348,0
1,0,0,1,25,4.0,2,0,0,48,0,16840,1
7,0,1,1,31,3.0,6,0,0,64,1,16840,0
7,1,1,1,39,3.0,8,0,0,52,0,16840,1
14,1,1,1,39,3.0,10,0,0,82,0,7138,1
22,1,1,1,37,5.0,2,1,0,68,1,7138,1
2,0,0,2,37,4.0,9,0,0,51,0,16840,1
15,0,1,1,33,5.0,3,0,0,58,0,11348,1
7,0,1,1,30,3.0,4,0,0,49,0,2418,1
2,0,0,2,23,3.0,2,0,0,56,0,2536,1
13,1,1,2,43,1.0,3,0,0,51,0,16840,1
2,1,0,1,56,4.0,16,1,0,74,0,7138,1
15,0,0,5,27,1.0,6,0,0,52,0,16840,1
28,1,0,2,33,4.0,9,1,0,83,0,7138,0
2,0,1,1,59,3.0,13,0,0,47,0,16840,0
25,1,1,1,34,5.0,3,1,0,53,1,16840,0
15,0,1,1,51,2.0,2,0,0,71,0,7138,1
6,0,1,1,26,3.0,3,0,0,76,0,7138,0
22,0,1,1,30,3.0,1,1,0,60,0,1039,1
22,0,3,2,31,3.0,7,1,0,86,1,5352,1
20,0,0,1,36,3.0,9,1,0,57,0,11348,1
26,0,3,1,32,3.0,4,0,0,76,0,7138,1
24,0,0,1,26,3.0,1,0,0,66,0,7138,1
26,0,0,1,35,3.0,5,0,0,53,0,16840,0
2,0,0,1,30,3.0,1,1,0,48,0,16840,1
15,1,0,1,33,3.0,3,0,0,67,0,7138,1
2,0,1,1,54,3.0,12,1,0,68,1,7138,0
31,0,0,1,46,2.0,7,0,0,47,0,16840,1
9,0,1,1,31,3.0,6,0,0,48,0,16840,1
32,0,0,1,29,3.0,1,0,0,47,0,2418,0
22,0,0,1,29,1.0,5,0,0,57,0,11348,1
22,1,1,2,44,3.0,6,1,0,88,0,5352,1
25,0,1,1,32,2.0,5,0,0,81,0,999,1
19,0,1,1,36,5.0,9,1,0,66,0,7138,0
13,0,1,1,42,5.0,15,0,0,82,1,7138,1
11,0,0,1,38,5.0,5,0,0,54,0,11348,1
14,0,1,1,33,3.0,5,0,0,50,0,16840,0
22,0,1,4,31,1.0,8,0,0,83,0,999,1
8,0,1,1,30,5.0,6,1,0,72,0,7138,1
23,1,1,1,34,3.0,5,1,0,48,0,16840,0
27,0,0,1,33,2.0,8,0,0,60,0,11348,1
26,0,1,1,31,4.0,5,1,0,82,0,5352,1
28,0,0,1,34,3.0,6,1,0,86,1,5352,1
25,0,1,1,29,5.0,4,1,0,86,0,5352,1
17,0,0,1,29,4.0,2,1,0,73,0,7138,0
22,3,0,1,28,2.0,4,0,0,69,0,7138,1
19,0,0,1,38,1.0,2,0,0,51,0,16840,1
7,1,0,1,33,4.0,4,0,0,72,0,7138,1
11,0,0,1,31,3.0,4,1,0,81,1,999,1
30,0,1,1,29,4.0,3,1,0,59,0,2536,1
23,0,0,1,33,5.0,3,1,1,69,1,7138,0
2,0,1,1,47,5.0,5,1,0,49,0,16840,1
10,0,1,2,30,1.0,2,0,0,56,0,11348,1
28,0,1,1,35,3.0,3,0,0,56,0,11348,1
15,0,1,3,38,5.0,3,1,0,61,0,11348,0
7,1,0,2,32,1.0,2,1,1,46,0,16840,0
14,0,0,1,32,4.0,5,1,0,62,0,2536,1
2,3,1,3,25,5.0,2,0,0,91,1,7138,1
2,1,1,1,35,1.0,5,0,0,79,0,7138,0
11,1,1,3,41,1.0,11,0,0,47,0,16840,1
2,0,1,1,38,3.0,3,1,0,57,0,11348,1
32,0,0,2,38,2.0,12,0,0,51,0,16840,1
28,0,1,1,32,5.0,4,0,0,49,0,16840,1
22,0,1,1,24,2.0,2,0,0,49,0,16840,1
2,0,1,1,30,3.0,5,0,0,59,0,11348,0
2,0,0,1,25,1.0,3,0,0,49,0,16840,1
3,0,1,1,36,4.0,7,1,0,60,0,11348,1
14,0,1,2,30,4.0,5,0,0,84,0,5352,1
22,0,1,1,20,3.0,1,0,0,83,0,5352,1
11,0,1,1,37,5.0,2,0,0,46,0,16840,1
2,0,1,2,35,5.0,6,1,0,59,0,11348,0
30,0,0,1,29,3.0,3,0,0,47,0,16840,1
5,0,1,2,30,3.0,4,0,0,79,0,7138,0
2,1,1,1,53,2.0,3,0,1,59,0,11348,1
16,0,1,3,27,3.0,1,0,0,47,0,16840,1
13,0,1,1,29,5.0,3,1,0,59,0,11348,1
21,0,0,1,29,3.0,2,0,0,72,0,7138,1
17,1,1,1,33,3.0,5,0,0,67,0,7138,0
13,0,0,1,47,5.0,7,0,0,76,0,7138,1
7,0,0,1,28,5.0,3,0,0,61,0,11348,0
22,1,1,3,30,1.0,2,0,0,47,0,2418,1
25,0,1,1,31,4.0,3,0,0,81,0,7138,0
2,0,0,3,32,5.0,4,0,0,89,0,5352,1
2,0,1,1,53,3.0,22,0,0,47,0,16840,0
15,0,0,1,36,3.0,7,1,0,54,1,16840,0
22,0,0,1,31,5.0,2,1,0,54,0,16840,0
32,0,0,2,26,1.0,2,1,1,46,0,16840,1
33,0,1,1,27,5.0,4,1,0,56,1,11348,1
29,1,0,1,31,4.0,2,0,0,52,0,16840,0
15,0,0,3,36,3.0,7,0,0,60,0,11348,1
9,0,0,1,32,5.0,10,0,0,53,0,16840,1
1,1,0,1,40,2.0,10,0,0,79,0,7138,0
22,1,1,1,37,3.0,4,0,0,86,0,5352,1
2,0,1,1,30,3.0,3,1,0,61,0,11348,0
7,1,1,1,35,3.0,10,1,0,63,1,11348,0
22,0,0,1,31,5.0,2,1,0,95,1,16840,1
30,0,0,1,32,1.0,2,0,0,82,0,5352,1
28,0,1,1,29,2.0,3,0,0,62,0,2536,0
2,0,1,1,35,3.0,10,0,0,72,0,7138,0
23,1,1,3,33,3.0,3,0,0,61,0,2536,1
11,1,0,1,32,1.0,5,0,0,55,0,16840,1
26,0,1,1,36,4.0,7,0,0,65,0,7138,1
14,1,1,1,33,4.0,4,1,0,76,0,7138,1
22,0,1,1,30,5.0,5,0,0,86,0,5352,0
27,0,0,1,28,1.0,8,0,0,49,0,16840,0
2,0,1,1,52,5.0,6,1,0,82,0,7138,1
7,1,1,1,34,4.0,4,1,0,71,0,7138,0
7,0,1,1,40,4.0,9,1,0,60,0,11348,0
20,1,1,1,36,4.0,4,0,0,64,0,11348,0
7,0,0,3,38,5.0,9,0,0,57,0,11348,1
20,0,0,1,33,3.0,8,0,0,71,0,7138,0
28,0,0,1,30,5.0,6,0,0,49,0,16840,1
11,1,1,1,36,3.0,8,0,0,70,0,7138,1
28,1,1,3,40,3.0,10,0,0,51,0,16840,1
22,0,1,1,29,1.0,4,1,0,85,0,5352,1
20,1,0,1,35,3.0,8,0,0,66,0,7138,1
31,0,0,1,28,4.0,8,0,0,77,0,7138,1
2,0,0,1,26,3.0,1,1,0,52,0,16840,1
13,1,0,1,45,2.0,14,0,0,45,0,16840,1
23,1,1,1,40,1.0,9,0,0,47,0,16840,1
15,0,1,1,34,3.0,4,0,0,83,0,5352,1
16,0,0,1,28,5.0,2,1,0,83,0,7138,0
2,3,1,1,20,3.0,1,0,0,60,0,2536,1
22,0,0,1,27,5.0,3,1,0,49,1,16840,0
2,1,0,3,40,3.0,10,0,0,75,0,7138,1
2,0,1,2,47,3.0,7,1,0,45,0,16840,1
13,1,0,1,36,3.0,9,0,1,79,1,7138,1
2,0,0,1,55,4.0,10,0,1,62,0,1039,1
2,1,0,1,47,1.0,7,0,0,51,0,16840,1
13,0,1,1,24,3.0,1,0,0,64,0,2536,0
23,1,0,1,40,3.0,11,1,0,50,0,16840,1
19,0,0,1,36,4.0,3,1,0,50,0,16840,1
21,0,1,1,44,1.0,5,0,0,48,0,16840,1
26,0,0,1,41,3.0,6,0,0,61,0,11348,1
22,0,0,2,30,1.0,2,1,0,47,0,16840,1
22,0,0,1,37,3.0,4,0,0,59,0,11348,1
17,0,1,1,30,5.0,7,1,0,48,0,16840,1
22,0,0,2,27,3.0,1,0,0,70,0,7138,1
7,0,0,1,27,4.0,2,0,0,79,0,7138,1
26,0,0,1,23,2.0,1,0,0,49,0,16840,1
14,0,1,2,33,5.0,4,1,0,63,0,11348,1
2,0,1,1,45,5.0,7,1,0,48,0,16840,1
25,0,1,1,33,4.0,4,0,0,47,0,16840,1
8,0,1,1,33,1.0,4,0,0,49,0,16840,1
27,0,0,1,26,1.0,2,0,0,53,0,16840,1
23,0,0,1,27,3.0,1,0,0,51,0,16840,1
23,0,0,1,29,4.0,6,0,0,59,0,11348,1
22,0,1,1,30,4.0,2,1,0,86,0,5352,1
13,0,0,1,27,3.0,1,0,0,48,0,16840,1
22,0,0,3,33,1.0,7,0,0,50,0,16840,1
23,0,1,1,30,4.0,2,0,0,79,0,7138,1
2,1,0,1,44,2.0,5,1,0,86,0,5352,1
2,3,1,1,28,3.0,3,0,0,59,0,1039,1
25,1,0,1,36,5.0,3,1,0,58,1,16840,0
7,1,0,1,40,4.0,12,0,0,78,0,7138,0
24,0,0,1,39,1.0,4,1,0,59,0,11348,1
21,0,0,1,38,1.0,2,1,0,50,0,16840,1
4,0,1,1,42,4.0,10,0,0,53,0,16840,1
22,1,0,1,33,3.0,4,0,0,74,0,7138,0
11,0,1,1,31,3.0,3,1,0,69,0,7138,0
23,1,0,1,37,5.0,8,1,0,47,1,16840,0
2,0,0,1,51,5.0,21,1,0,59,0,11348,1
4,1,1,1,36,4.0,11,0,0,75,0,7138,0
2,0,1,1,26,3.0,1,0,0,62,0,2536,1
2,1,1,1,42,3.0,12,0,0,47,0,2418,0
22,0,1,1,29,4.0,5,0,0,51,0,16840,1
2,0,1,1,45,2.0,14,0,0,82,0,7138,0
22,0,0,1,31,3.0,1,0,0,56,0,1039,1
31,0,0,1,29,1.0,6,0,0,65,0,11348,0
23,1,0,1,34,2.0,7,0,0,63,0,11348,0
28,0,0,1,26,5.0,2,0,0,51,0,16840,0
6,0,1,1,29,2.0,4,0,0,45,0,16840,1
13,0,0,1,39,5.0,11,1,0,50,0,16840,1
24,0,0,1,33,3.0,6,0,0,50,0,16840,1
2,0,0,2,26,3.0,4,0,0,78,0,7138,1
2,0,1,3,27,5.0,4,1,0,90,1,5352,0
2,3,1,1,21,4.0,2,1,0,69,0,7138,1
22,1,1,2,35,1.0,10,0,0,75,0,7138,1
22,0,0,1,34,3.0,8,0,0,75,0,7138,1
11,0,0,1,30,5.0,6,1,0,49,0,16840,1
7,0,0,1,37,2.0,5,0,0,83,0,5352,1
19,0,1,2,37,3.0,7,0,0,47,0,16840,1
7,0,1,1,29,5.0,2,1,0,80,1,7138,1
24,0,1,1,31,5.0,5,1,1,60,1,11348,0
30,0,0,1,33,4.0,4,0,0,75,0,7138,1
7,0,1,2,27,3.0,4,0,0,79,0,7138,1
16,0,1,1,32,3.0,7,1,0,70,0,7138,0
22,0,1,1,33,5.0,4,1,0,61,0,11348,0
2,0,1,3,38,3.0,7,0,0,45,0,16840,1
30,0,0,1,28,4.0,4,1,0,58,1,2536,0
15,0,0,1,45,1.0,6,0,0,52,0,16840,1
2,0,0,1,29,3.0,1,1,0,46,0,2418,1
2,1,0,4,34,4.0,4,0,0,80,0,7138,0
15,0,1,1,34,2.0,10,0,0,55,0,16840,1
22,0,1,1,29,3.0,1,0,0,81,0,5352,0
15,0,0,1,37,3.0,3,0,0,59,0,11348,1
21,0,1,2,28,1.0,3,1,0,49,0,16840,1
7,1,0,1,42,3.0,14,0,0,55,0,16840,0
26,0,0,1,37,3.0,7,0,0,52,0,16840,1
7,0,1,1,36,4.0,9,0,0,60,0,11348,1
2,0,1,1,55,3.0,5,0,0,63,0,2536,0
31,0,0,1,40,5.0,12,0,0,64,0,11348,1
7,1,0,1,43,3.0,12,0,0,82,0,7138,1
13,0,1,1,36,4.0,10,1,0,59,1,2536,1
2,1,1,1,39,4.0,10,0,0,48,0,16840,0
25,0,0,2,29,3.0,4,0,0,84,0,5352,1
29,0,0,2,31,2.0,5,0,0,83,0,5352,1
22,0,1,2,27,5.0,5,1,0,86,1,5352,1
7,0,0,1,25,3.0,2,0,0,65,0,11348,0
22,0,1,1,41,1.0,3,0,0,58,0,11348,1
7,1,1,1,42,4.0,11,0,0,52,0,2418,0
26,0,0,1,28,3.0,2,0,0,87,0,5352,1
31,0,1,2,26,2.0,3,0,0,49,0,16840,1
27,0,1,1,31,1.0,3,0,0,52,0,16840,0
22,0,0,1,29,5.0,5,1,0,60,0,11348,1
13,0,0,1,32,5.0,5,1,0,52,0,16840,1
13,0,1,1,28,3.0,3,1,1,78,0,7138,1
33,1,0,1,57,3.0,4,0,0,81,0,7138,1
7,0,1,2,27,5.0,2,1,0,80,0,7138,1
7,1,1,1,42,1.0,5,0,0,70,0,7138,1
13,0,1,1,43,4.0,16,1,0,60,0,11348,1
22,0,0,1,28,1.0,4,0,0,86,1,5352,1
4,0,1,1,38,5.0,11,1,0,62,1,11348,1
2,0,0,1,38,3.0,7,0,0,85,0,5352,1
1,0,0,1,29,3.0,1,0,0,78,0,7138,0
15,0,0,1,39,4.0,7,0,0,51,0,16840,1
19,1,1,1,36,1.0,4,0,0,51,0,16840,1
31,0,0,1,26,5.0,2,1,0,54,0,16840,1
27,0,1,1,26,3.0,1,1,0,54,0,16840,0
22,0,0,1,38,5.0,6,0,0,51,0,16840,1
26,1,1,3,36,5.0,9,0,0,51,0,16840,1
20,0,1,1,32,5.0,8,1,0,61,0,11348,1
24,0,0,1,28,3.0,3,0,1,48,0,16840,1
12,0,0,3,26,3.0,1,1,0,57,0,1039,1
3,0,1,1,24,3.0,1,0,0,51,0,16840,1
34,0,0,2,30,3.0,5,1,0,82,0,7138,1
6,0,1,1,32,3.0,7,1,0,78,0,7138,1
16,0,1,1,40,3.0,14,0,0,81,0,5352,1
22,0,1,1,36,4.0,3,1,0,58,0,11348,1
27,1,0,1,34,4.0,7,1,0,62,0,11348,0
30,0,0,1,29,4.0,1,0,0,57,0,2536,1
19,0,0,1,36,4.0,5,1,0,53,0,11348,1
31,0,1,1,31,4.0,5,0,0,67,0,11348,0
28,1,1,1,32,5.0,3,1,0,85,1,5352,1
7,3,0,1,26,5.0,5,0,0,62,0,11348,1
7,0,1,1,43,4.0,9,1,0,48,0,16840,1
2,3,0,2,23,3.0,1,0,0,76,0,7138,0
13,0,0,1,36,3.0,7,0,0,65,0,7138,1
9,0,1,1,31,2.0,5,0,0,51,0,16840,1
2,0,0,2,31,5.0,5,1,0,62,0,11348,0
1,1,0,1,37,1.0,4,1,0,80,0,5352,1
28,1,1,1,32,3.0,6,1,0,48,0,2418,1
1,0,0,1,35,5.0,7,1,0,48,0,16840,1
22,1,1,1,47,3.0,5,0,0,59,0,11348,0
2,0,0,1,45,1.0,3,1,0,67,0,7138,0
13,0,0,1,32,5.0,4,1,0,65,0,7138,1
2,0,0,1,40,5.0,10,1,0,50,1,16840,1
28,0,0,1,36,4.0,3,0,0,62,0,11348,1
15,0,0,2,31,3.0,3,0,0,81,0,7138,1
7,0,1,1,33,2.0,7,0,0,50,0,16840,1
4,0,1,1,33,3.0,4,0,0,50,0,16840,0
22,0,1,1,22,3.0,1,1,0,50,0,16840,1
15,0,0,1,25,4.0,2,0,0,44,0,16840,1
22,0,3,1,30,5.0,6,1,0,84,0,5352,1
7,1,1,1,39,5.0,10,1,0,58,1,11348,1
2,0,1,2,49,4.0,18,0,0,55,0,16840,1
4,1,1,1,30,3.0,7,0,0,84,0,999,1
4,1,1,1,45,4.0,4,1,0,73,0,7138,0
6,0,1,1,38,2.0,10,0,0,47,0,16840,0
31,1,0,3,35,1.0,10,0,0,73,0,7138,0
7,0,1,1,29,3.0,1,1,0,62,0,11348,1
34,0,0,3,28,3.0,1,0,0,49,0,16840,1
2,0,1,1,27,3.0,1,1,0,60,0,1039,1
17,0,1,1,29,3.0,7,1,1,79,1,7138,0
26,1,1,1,45,3.0,7,1,0,65,0,11348,0
27,1,1,1,39,3.0,5,1,0,81,1,7138,1
15,0,1,1,39,3.0,9,0,0,47,0,16840,1
27,0,0,1,29,3.0,1,1,0,54,0,1039,1
33,0,1,1,30,5.0,3,1,0,51,0,16840,1
2,1,0,1,39,5.0,4,0,0,72,1,11348,1
6,1,0,1,49,5.0,6,1,0,60,0,11348,0
4,1,0,1,34,3.0,7,0,0,66,0,7138,0
7,0,1,1,29,3.0,3,1,0,55,0,2418,0
12,0,0,1,28,3.0,1,1,0,77,0,7138,1
34,0,1,1,31,4.0,3,0,0,60,0,11348,1
15,0,0,1,40,5.0,7,1,0,60,0,11348,0
2,1,1,1,33,2.0,3,0,0,62,0,11348,0
27,1,1,1,33,3.0,5,0,0,78,0,7138,1
8,1,0,1,31,5.0,5,1,0,70,0,7138,1
15,0,1,1,32,2.0,3,1,0,48,0,16840,1
7,0,1,1,32,3.0,6,0,0,81,1,7138,0
31,0,1,1,36,4.0,7,1,0,91,1,7138,1
15,0,1,3,31,3.0,6,0,0,69,0,7138,1
7,1,1,1,42,5.0,6,0,0,58,0,11348,1
22,3,1,1,25,3.0,1,1,0,58,0,1039,0
26,0,0,1,28,3.0,3,1,0,57,0,11348,0
7,0,0,1,35,4.0,7,1,0,61,0,1039,1
31,0,1,1,27,3.0,1,0,0,85,0,5352,1
9,0,1,1,29,3.0,5,0,0,89,0,5352,1
26,0,0,1,40,2.0,4,0,0,49,0,16840,1
2,1,0,1,49,3.0,4,0,0,51,0,16840,1
6,0,1,1,30,4.0,4,0,0,63,0,11348,0
28,1,0,1,34,5.0,2,1,0,50,0,16840,1
7,0,1,1,32,3.0,3,0,0,58,0,1039,1
15,1,1,1,34,3.0,2,0,0,53,0,16840,1
2,0,1,1,57,3.0,31,0,0,82,0,7138,1
15,0,0,2,34,3.0,7,1,0,85,0,5352,1
2,0,1,1,56,2.0,3,0,0,49,0,16840,0
19,0,1,1,29,1.0,2,0,0,46,0,16840,1
15,0,0,1,30,5.0,2,1,0,66,0,7138,1
26,0,1,1,27,3.0,2,0,0,53,0,2418,0
4,1,1,1,30,4.0,6,0,0,56,0,11348,0
32,0,0,2,31,3.0,3,0,0,85,0,5352,0
2,1,0,1,39,3.0,7,1,0,50,0,16840,1
27,0,1,1,32,4.0,4,0,0,65,0,7138,0
2,0,1,1,29,3.0,5,0,0,50,0,2418,0
22,1,1,1,32,1.0,4,0,0,70,0,7138,0
2,0,1,1,40,4.0,10,0,0,46,0,16840,1
7,0,0,1,32,5.0,4,1,0,58,1,11348,1
24,0,1,1,28,3.0,1,0,0,86,0,5352,1
9,0,1,1,27,4.0,4,0,0,49,0,16840,1
7,1,0,1,31,4.0,6,1,0,82,0,7138,0
28,0,0,1,37,3.0,3,1,0,47,0,16840,1
21,0,1,1,26,3.0,1,0,0,62,0,11348,1
7,0,1,1,53,3.0,2,0,0,80,0,7138,0
23,1,1,1,38,1.0,6,0,0,51,0,16840,1
19,0,1,1,31,4.0,5,1,0,52,0,16840,1
13,1,1,1,54,4.0,4,1,0,61,0,11348,1
2,0,1,2,41,4.0,3,0,0,62,0,2536,1
7,0,1,2,45,3.0,4,0,0,80,1,7138,1
26,0,1,1,32,2.0,7,0,0,82,0,7138,1
2,1,1,1,57,5.0,18,1,0,56,0,11348,0
2,0,0,3,39,3.0,7,0,0,57,0,11348,1
8,1,1,1,33,3.0,4,1,0,67,1,7138,0
7,1,1,1,54,4.0,4,1,0,47,0,16840,1
13,0,1,1,36,3.0,4,1,0,60,0,11348,0
7,0,1,1,31,4.0,2,1,0,67,0,7138,0
2,0,1,1,39,1.0,10,0,0,60,0,11348,0
2,0,1,2,28,3.0,1,0,0,85,0,5352,1
10,0,1,3,30,2.0,3,0,0,47,0,16840,1
13,0,1,1,28,4.0,2,0,0,85,0,5352,1
26,0,1,1,41,3.0,4,0,0,86,1,5352,1
16,1,1,1,32,2.0,5,0,0,70,0,7138,0
4,0,0,2,31,4.0,3,1,0,80,0,7138,0
2,0,0,1,29,1.0,5,1,0,47,0,16840,1
26,0,1,1,46,3.0,18,0,0,83,0,7138,1
27,0,1,3,35,1.0,3,0,0,49,0,16840,1
2,0,3,1,29,3.0,2,1,0,83,0,7138,1
26,0,0,1,28,5.0,4,0,0,57,0,11348,0
13,1,1,1,55,3.0,15,0,0,62,0,11348,1
7,0,0,1,45,4.0,13,1,0,58,0,11348,0
25,1,0,1,32,3.0,4,0,0,81,0,5352,1
2,1,1,2,37,4.0,9,1,0,80,0,999,1
29,0,0,2,29,3.0,4,1,0,58,0,11348,0
23,1,0,1,53,3.0,9,1,0,62,0,11348,1
2,0,0,3,27,1.0,3,0,0,46,0,16840,1
2,0,1,3,29,3.0,2,1,1,92,1,16840,1
22,0,1,1,36,1.0,9,0,0,52,0,16840,1
9,0,1,1,25,3.0,1,0,1,50,0,16840,1
31,0,0,8,26,3.0,2,1,0,68,0,7138,1
34,1,0,1,34,3.0,6,0,0,70,1,11348,0
16,1,1,1,49,1.0,8,0,0,53,0,16840,1
2,1,1,1,40,5.0,14,0,0,57,0,11348,0
14,1,0,1,33,3.0,9,0,0,69,0,7138,0
23,0,1,2,35,2.0,4,0,0,44,0,16840,1
20,1,0,1,40,5.0,5,1,0,64,0,11348,1
23,0,0,1,26,3.0,2,1,0,81,1,7138,1
16,0,1,1,32,1.0,3,0,0,51,0,16840,0
31,0,1,1,27,5.0,6,1,0,52,0,16840,1
22,0,0,1,26,4.0,2,1,0,61,0,2536,1
20,1,1,1,39,1.0,8,0,0,51,0,16840,1
13,0,0,3,25,3.0,2,0,0,78,0,7138,1
31,0,1,1,29,3.0,4,0,0,46,0,16840,0
7,0,1,2,35,4.0,6,0,0,61,0,11348,0
2,0,0,1,43,4.0,6,0,0,54,0,16840,1
22,0,0,2,29,2.0,7,0,0,49,0,16840,1
6,0,0,1,31,3.0,1,0,0,60,0,11348,1
22,0,3,1,29,3.0,1,0,0,83,0,5352,1
22,1,0,1,28,3.0,4,0,0,86,0,5352,1
10,1,1,1,36,3.0,8,0,0,51,0,16840,1
2,3,0,1,25,3.0,1,1,0,63,0,1039,1
2,1,1,1,60,4.0,15,0,0,79,0,7138,1
2,0,1,1,36,5.0,3,1,0,66,0,7138,0
32,0,0,1,28,5.0,5,0,0,50,0,16840,1
2,3,0,1,24,1.0,3,0,0,57,0,2536,0
2,1,1,1,36,5.0,10,1,0,78,1,7138,0
15,0,0,2,46,5.0,5,1,0,57,0,11348,1
30,0,0,1,31,5.0,4,0,0,60,0,11348,1
27,0,0,1,31,3.0,9,0,0,51,0,16840,1
22,0,3,1,27,3.0,1,1,0,48,0,16840,1
27,0,0,1,29,3.0,1,0,0,47,0,16840,1
22,0,1,1,29,1.0,4,0,0,60,0,2536,1
16,0,0,1,30,3.0,4,0,0,48,0,16840,1
2,0,1,1,52,2.0,3,1,0,71,0,7138,0
2,0,1,1,33,2.0,4,0,0,47,0,16840,1
22,0,0,2,27,4.0,4,0,0,80,0,7138,1
2,1,0,1,32,5.0,3,1,0,75,0,7138,0
26,0,1,1,25,3.0,1,0,0,59,0,2536,0
22,0,0,2,28,3.0,1,0,0,89,1,5352,1
29,0,1,1,29,5.0,3,1,0,59,0,11348,0
2,0,1,1,45,5.0,5,0,0,52,0,16840,1
8,0,0,1,27,3.0,2,1,0,58,0,11348,1
4,1,0,1,37,3.0,2,1,0,75,0,7138,0
29,0,0,1,33,3.0,6,1,0,60,0,11348,0
11,0,1,1,31,1.0,4,0,0,62,0,11348,1
15,0,1,1,36,4.0,7,1,0,62,0,7138,0
27,0,1,1,40,4.0,9,1,0,61,1,11348,1
1,1,1,1,38,5.0,3,0,0,49,0,16840,1
15,1,0,2,35,3.0,5,1,1,57,0,11348,1
32,0,1,3,26,3.0,2,0,0,51,0,16840,1
2,0,1,2,25,2.0,2,0,0,53,0,16840,1
8,0,0,1,31,4.0,2,1,0,84,0,5352,1
22,0,0,1,28,5.0,2,1,0,83,0,999,1
2,0,1,1,31,2.0,7,0,0,49,0,16840,1
25,1,0,1,33,3.0,7,0,0,77,0,7138,0
11,1,1,1,42,3.0,5,1,0,52,0,16840,1
31,1,0,1,34,2.0,7,1,0,68,0,7138,1
2,0,1,1,46,1.0,8,0,0,84,0,5352,1
2,0,0,1,31,1.0,3,0,0,69,0,7138,1
17,1,1,1,37,3.0,7,0,0,70,0,7138,1
13,1,1,1,38,3.0,4,1,0,51,0,16840,0
13,1,1,1,56,3.0,5,0,0,48,0,16840,1
10,0,0,1,30,2.0,6,1,0,60,1,11348,1
31,1,0,2,33,4.0,7,0,0,89,0,5352,1
26,0,0,1,33,3.0,8,1,0,50,0,16840,1
2,1,0,3,33,1.0,4,0,0,46,0,16840,0
5,0,0,1,31,3.0,3,0,0,52,0,16840,0
2,1,1,1,50,5.0,18,1,0,57,0,1039,1
31,0,0,1,32,3.0,2,0,0,65,0,7138,0
26,1,0,1,46,2.0,14,0,0,69,0,7138,1
22,0,0,2,23,3.0,1,0,0,57,0,11348,1
12,0,0,1,34,2.0,3,1,0,63,0,11348,1
6,0,1,1,28,1.0,4,0,0,48,0,16840,1
20,0,1,1,28,3.0,1,1,0,70,1,7138,0
27,1,0,1,41,3.0,4,1,0,49,0,2418,1
2,0,1,1,32,4.0,6,1,0,76,0,7138,1
13,0,1,1,25,4.0,1,0,0,64,0,11348,1
22,0,1,1,26,4.0,2,1,0,51,1,16840,1
22,0,1,2,28,1.0,4,0,0,81,0,5352,1
2,0,1,1,46,5.0,4,1,0,52,0,16840,1
26,0,0,1,28,3.0,3,0,0,63,0,11348,0
23,1,0,1,34,4.0,3,0,0,51,0,16840,0
2,0,1,1,50,3.0,12,0,0,57,0,11348,1
26,0,0,1,24,5.0,2,0,0,60,0,2536,1
15,0,1,1,46,4.0,20,0,0,55,0,11348,1
7,0,0,2,26,3.0,4,0,0,47,0,16840,1
4,0,0,1,39,5.0,8,1,0,90,1,11348,1
2,0,1,2,51,1.0,28,0,0,50,0,16840,1
22,0,1,2,34,4.0,3,0,0,48,0,16840,1
22,1,1,1,30,2.0,9,0,0,79,0,7138,0
2,0,1,2,27,3.0,3,0,0,49,0,16840,0
22,0,1,1,34,2.0,3,0,0,47,0,16840,1
2,1,0,1,43,2.0,6,0,0,51,0,16840,1
10,0,0,2,34,3.0,3,0,0,50,0,16840,1
7,0,0,1,30,4.0,5,0,0,78,0,7138,0
13,0,1,1,30,4.0,2,1,0,70,0,7138,0
31,0,0,1,39,5.0,6,1,0,65,1,7138,0
4,1,1,1,49,1.0,3,0,0,47,0,16840,1
26,0,0,2,29,5.0,3,0,0,59,0,11348,0
4,0,0,2,27,3.0,1,1,0,82,0,5352,1
3,1,1,1,32,4.0,8,1,0,60,0,11348,1
2,0,1,1,36,3.0,5,0,0,47,0,2418,1
33,1,0,1,32,3.0,6,0,0,83,0,7138,1
7,1,0,1,47,4.0,14,0,0,58,0,11348,1
20,0,0,1,31,5.0,4,1,0,61,1,2536,1
2,1,1,1,37,3.0,7,1,0,78,0,7138,1
2,1,1,1,52,4.0,16,1,0,81,0,7138,1
22,0,3,1,27,3.0,4,0,0,80,0,5352,1
2,0,1,2,30,2.0,5,0,0,50,0,16840,1
26,0,0,2,29,4.0,3,0,0,78,0,7138,1
11,1,0,1,38,5.0,7,1,0,49,0,16840,1
34,0,1,1,28,2.0,2,0,0,59,0,11348,1
2,1,1,1,35,3.0,6,0,0,51,0,16840,0
17,0,1,1,30,3.0,4,0,0,88,1,7138,0
